200	CONQUERORS	Now thought to be a dwarf, this "Scourge of God" was the most feared Hun of all	Attila
400	CONQUERORS	Pagan Scandinavians who attacked western Europe & reached America before Columbus	the Vikings
600	CONQUERORS	Macedonian who lamented there was nothing left to conquer, he died in Babylon at 33	Alexander the Great
800	CONQUERORS	Conquistador of Valencia, his Moorish foes called him "El Sayyid" meaning "The Lord\"	El Cid (Rodrigo Diaz)
1000	CONQUERORS	Founder of Holy Roman Empire in 800 A.D., read Latin but never learned to write it	Charlemagne (Charles the Great)
200	MOVIE TALK	Nonspeaking actor in background role, or paperboy's cry	extra
400	MOVIE TALK	Director's order to actors to begin playing a scene	\"Action!\"
600	MOVIE TALK	French Riviera's film festival "capital\"	Cannes
800	MOVIE TALK	As newest movie rating, it cautions "Special guidance for attendance of children under 13\"	PG-13
1000	MOVIE TALK	Previews of coming attractions, they used to follow the main feature	trailers
200	PALINDROMES	High time of day for Gary Cooper	noon
400	PALINDROMES	Gary Burghoff's role in "M*A*S*H\"	Radar
600	PALINDROMES	A scout performs a good one every day	deed
800	PALINDROMES	Palindromic nickname for parents	mom and pop/dad
1000	PALINDROMES	3-word greeting in the Garden of Eden	\"Madam, I'm Adam\"
0	TRAVEL & TOURISM	This country draws the most American tourists each year	Canada
400	SPAIN	Mustachioed painter who could be knighted "Sur Real\"	Salvador Dalí
500	SPAIN	Don Quixote's creator, he was the real "Man from La Mancha\"	Don Miguel de Cervantes
100	TRIOS	Education's "3 R's\"	reading, 'riting & 'rithmetic
200	TRIOS	Red, blue & yellow pigments	the primary colors
300	TRIOS	The rub-a-dub guys	three men in a tub (butcher,the baker & the candlestick maker)
400	TRIOS	For a troika, you'd put this behind 3 horses	a sleigh
500	TRIOS	3 rulers ruling	a triumvirate
100	1953	Manager Casey Stengel considered retiring until they won 5th-straight World Series	the Yankees
200	1953	Hillary & Tenzing were the 1st to go there, but only stayed 15 minutes	the summit of Mt. Everest
300	1953	Sang "Diamonds are a Girl's Best Friend", then married a baseball star	Marilyn Monroe
400	1953	Chief Justice appointed by Eisenhower, he served until the Nixon era	Earl Warren
500	1953	Now nation's best-selling magazine, 1st cover featured Lucy & her baby	TV Guide
400	FAST FOOD	T. Jefferson popularized this French side-dish, now America's favorite vegetable	French fried potatoes
500	FAST FOOD	Gable taught Colbert how to do it; now even Emily Post says it's correct	dunking doughnuts
100	\"TOASTS\"	Sauteed egg-dipped bread	French toast
200	\"TOASTS\"	Campfire confection	toasted marshmallows
300	\"TOASTS\"	Original name of "The Ed Sullivan Show\"	Toast of the Town
400	\"TOASTS\"	\"Rank" of George Jessel	Toastmaster General
500	\"TOASTS\"	Named for an Australian soprano, it's thin, crisp bread	Melba toast
100	OSCAR SONGS	Only Oscar winner sung by a cricket, it's Disney's theme	\"When You Wish Upon a Star\"
200	OSCAR SONGS	She sang '80's "Fame" & '83's "What a Feeling\"	Irene Cara
300	OSCAR SONGS	\'38 winner that became Bob Hope's theme song	\"Thanks for the Memory\"
500	OSCAR SONGS	This 1st winner, from "Gay Divorcee", is also a Lincoln luxury car	\"The Continental\"
200	ECONOMICS	Colloquial term for current president's economic policies	Reaganomics
200	FAMOUS QUOTES	Dickens' character known for saying "God bless us every one!\"	Tiny Tim
400	FAMOUS QUOTES	You bet your life he believed "A man is as young as the woman he feels\"	Groucho Marx
600	FAMOUS QUOTES	Dumas quote translated from "Tous pour un, un pour tous\"	\"All for one, one for all\"
800	FAMOUS QUOTES	Someone somewhere in the country says it before David Hartman & Joan Lunden do	\"Good Morning, America\"
1000	FAMOUS QUOTES	\'36 Olympian who said "I came along when the black American needed an image\"	Jesse Owens
200	DRAMA	Because 1st was named Thespis, they're known as thespians	actors
400	DRAMA	Wrote for Sgt. Bilko before fathering "The Odd Couple\"	Neil Simon
600	DRAMA	Matinee idol whose familiarity with Ford's Theatre let him pass through security there	John Wilkes Booth
800	DRAMA	He planted "The Cherry Orchard" & hatched "The Sea Gull\"	Chekov
1000	DRAMA	Sophocles' "complex tragedy\"	Oedipus Rex
200	BIRDS	Cuckoo family-member Geococcyx Californianus ; goes "Beep beep" in cartoons	a roadrunner
400	BIRDS	Bird named after bright red robes of a Roman Catholic clergyman	a cardinal
600	BIRDS	While ostriches lay the largest eggs, these birds lay the smallest	a hummingbird
800	BIRDS	Member of  India's starling family, famous for ability to mimic voices	a myna
5000	BIRDS	With both eyes facing forward, it has greatest range of binocular vision in birds	the owl
200	WHITE HOUSE	It wasn't until 1818 that it was painted this color	white
400	WHITE HOUSE	East lawn Easter tradition	rolling Easter eggs
600	WHITE HOUSE	FDR added one indoors as a therapeutic aid	a swimming pool
800	WHITE HOUSE	Instead of bowing, Jefferson the libertarian encouraged this form of address	shaking of hands
1000	WHITE HOUSE	His inaugural bash became a brawl when his backwoods pals vandalized the White House	Andrew Jackson
200	SPORTS TRIVIA	It begins a boxer's round or starts Pavlov's dog salivating	a bell
400	SPORTS TRIVIA	In swimming, a race without a compulsory stroke	freestyle
600	SPORTS TRIVIA	Throughout his NBA career, this star known as "The Stilt" never fouled out	Wilt Chamberlain
800	SPORTS TRIVIA	Won gold medal for rowing in '24 Olympics but better known as baby doctor	Benjamin Spock
1000	SPORTS TRIVIA	Mary Queen of Scots is said to have been 1st woman to play this sport	golf
0	U.S. PRESIDENTS	In the 1860 election for his 1st term, more Americans voted against him than for him	Abraham Lincoln
100	U.S. GEOGRAPHY	Much of this largest Louisiana city is below sea level	New Orleans
200	U.S. GEOGRAPHY	The leading dairy products state	Wisconsin
500	U.S. GEOGRAPHY	This state's coastline is 2nd in length to Alaska's	Florida
100	BASEBALL	To celebrate winning the '83 World Series, the Baltimore Orioles popped 240 bottles of it	champagne
200	BASEBALL	Johnny Vandeer Meer is the only man to have ever pitched 2 of them consecutively	no-hitters
300	BASEBALL	Brand of bats made in Kentucky; also describes Muhammad Ali	Louisville Slugger
400	BASEBALL	In '51 playoff he hit "the Shot Heard 'Round the World\"	Bobby Thomson
500	BASEBALL	For years this Southerner was "the voice of the Yankees\"	Mel Allen
100	LEGENDS	Gift giver named from the Dutch "Sinter Klaas\"	Santa Claus
200	LEGENDS	John Chapman was the real name of this wandering fruit tree planter	Johnny Appleseed
300	LEGENDS	The man whom Miles Standish asked to have a chat with Priscilla	John Alden
400	LEGENDS	On July 4, 1776, he wrote his signature large so King George could read it without glasses	John Hancock
500	LEGENDS	English explorer who made smoking fashionable, he smoked before his own execution in 1618	Sir Walter Raleigh
400	GENERALS	\"Old Blood & Guts", he was tank commander in both World Wars	Patton
500	GENERALS	This Civil War general wrote "Ben-Hur\"	Lew Wallace
100	TRIVIA	Nickname of Harry Lillis Crosby	Bing
200	TRIVIA	Term 1st coined to describe combination of smoke & fog	smog
300	TRIVIA	It was claimed of this product "a little dab'll do ya\"	Brylcreem
400	TRIVIA	Originally term to describe shed built onto a building, it now means expensive unit on the roof	a penthouse
500	TRIVIA	Where Longfellow's arrow fell to earth	I know not where
100	\"CAN" IT	A dance dance from France France	the can-can
200	\"CAN" IT	Edgar's daughter who isn't a dummy	Candice Bergen
300	\"CAN" IT	They'll eat your heart out	cannibals
400	\"CAN" IT	Terry Southern's little gumdrop	Candy
500	\"CAN" IT	Poem part	canto
200	ENGLISH LITERATURE	If Orwell's tale were true, year Big Brother would be watching you	1984
400	ENGLISH LITERATURE	\"Treasure Island"'s peg-legged pirate	Long John Silver
600	ENGLISH LITERATURE	Of Bacon & Lamb, the one who wrote "A Dissertation upon Roast Pig\"	(Charles) Lamb
800	ENGLISH LITERATURE	Shakespeare's first comedy, though it's said to be originally titled "The Historie of Error\"	The Comedy of Errors
1000	ENGLISH LITERATURE	Its sequels were "Men against the Sea" & "Pitcairn's Island\"	Mutiny on the Bounty
1000	INSECTS	Balls of naphthalene are protection against them	moths
600	POLITICAL QUOTES	In the '80 campaign, he coined the term "voodoo economics\"	George Bush
800	POLITICAL QUOTES	Acid-tongued V.P. who said, "Some newspapers dispose of their garbage by printing it\"	Spiro Agnew
1000	POLITICAL QUOTES	2-time pres. candidate who said, "Eggheads unite, you have nothing to lose but your yolks\"	Adlai Stevenson
200	HITCHCOCK	Film where nutty Norman Bates was a real cut-up	Psycho
400	HITCHCOCK	Called ideal Hitchcock hero, he starred in "Notorious", "Suspicion" &"North by Northwest\"	Cary Grant
600	HITCHCOCK	Before playing "Perry", he was killer James Stewart saw through the  "Rear Window\"	Raymond Burr
800	HITCHCOCK	His first American movie with Fontaine & Olivier, in which title character never appears	Rebecca
1000	HITCHCOCK	This movie wasn't his best, but "Que Sera, Sera\"	The Man who Knew Too Much
200	NAMESAKES	Stuffed toy named for Pres.Roosevelt	a teddy bear
400	NAMESAKES	Thinned down perfume first made in this W. German city	Cologne
600	NAMESAKES	From the Civil War general who believed they raised troops' morale, it's slang for prostitute	hooker
5000	NAMESAKES	Wild West gambling game named for kings on old playing cards	Faro
1000	NAMESAKES	An unrealistic optimist, from heroine of Eleanor Porter novel	a Pollyanna
800	MEDICINE	British sailors were named "Limey" for the fruit they ate to ward off this disease	scurvy
1000	MEDICINE	From Latin "to please", medicine given just to humor a patient	a placebo
0	THE CALENDAR	Number of leap years between 1985 & 2001	4
100	STATE CAPITALS	Located 15 miles from its namesake, it was founded by Brigham Young	Salt Lake City
200	STATE CAPITALS	Freddie Cannon's "Tallahassee Lassie" would be from this state	Florida
300	STATE CAPITALS	Southwest capital named for mythological self-immolating bird	Phoenix
400	STATE CAPITALS	It was also capital of the Confederacy	Montgomery (or Richmond, Virginia)
500	STATE CAPITALS	Only state capital named for a biblical figure	St. Paul, Minnesota
100	TELEVISION	ABC telecast 180 hours of this summer '84 event	the Olympics
200	TELEVISION	Game show that would fall between the dating & anniversary games	The Newlywed Game
300	TELEVISION	Dan Tana's turf	Vegas
400	TELEVISION	The girls on this series graduated from Eastland School to Langley College	The Facts of Life
500	TELEVISION	Bilko's private Harry Speakup or Daktari's Judy	a chimp
100	\"SHELLS\"	Tongue twister about lady who peddles pukas on the beach	\"She Sells Sea Shells by the Seashore\"
200	\"SHELLS\"	Where Peter, Peter kept his wife	in a pumpkin shell
400	\"SHELLS\"	Condition akin to combat fatigue	shell-shocked
500	\"SHELLS\"	Drinking it would give you a terrible end but a lovely finish	shellac
100	FORMER OCCUPATION	Former N.Y. lawyer who stated his case on Monday Night Football for 13 years	Howard Cosell
200	FORMER OCCUPATION	Our last president without a bachelor's degree, once a Kansas City haberdasher	Harry Truman
300	FORMER OCCUPATION	Altar boy & seminarian who became infamous Soviet dictator	Stalin
400	FORMER OCCUPATION	Former Washington Senators' pitching prospect, now long-time Caribbean dictator	Fidel Castro
500	FORMER OCCUPATION	While observing "God & Man at Yale", this conservative spokesman taught Spanish there	(William F.) Buckley (Jr.)
400	TWINS	Astrological name for starry twins Castor & Pollux	Gemini
500	TWINS	Twin brothers who brought precious metal to America's Olympic ski team	(Phil & Steve) Mahre
200	CLASSICAL MUSIC	Designers of this instrument were Cristofori & Steinway	piano
400	CLASSICAL MUSIC	\"Timely" name of Chopin's D-flat major waltz of Opus 64	the "Minute Waltz\"
600	CLASSICAL MUSIC	A string quartet is usually made up of 2 violins, a viola & this	cello
800	CLASSICAL MUSIC	When he first heard this wind instrument, Handel said, "Thank heavens it hath no smell\"	bassoon
1000	CLASSICAL MUSIC	On radio he was the "maestro" of the NBC Symphony Orchestra	Arturo Toscanini
1000	POLITICS	3rd party, its presidential candidates included Eugene Debs & Norman Thomas	Socialist
200	FAMOUS QUOTES	Aesop advised not to "count your chickens" then	not to count your chickens before they're hatched
2000	FAMOUS QUOTES	Whittier wrote, "For all sad words of tongue or pen, the saddest are these\"	it might have been
200	SPORTS SHIFTS	Oakland is still fighting to get this team back	the L.A. Raiders
400	SPORTS SHIFTS	When Aaron signed they were in Boston, but he played in Milwaukee & Atlanta	the Braves
600	SPORTS SHIFTS	Minnesota's, not L.A.'s terrain gave this basketball team its aquatic name	the Lakers
800	SPORTS SHIFTS	To maintain their baseball rivalry, both left New York in 1957	the Dodgers & the Giants
1000	SPORTS SHIFTS	Under cover of darkness, they left Baltimore for Indianapolis	the Colts
200	LANGUAGE	Predominant language in Canada's Quebec province	French
400	LANGUAGE	The New Testament was originally written in Koine, a common dialect of this language	Greek
800	LANGUAGE	Due to regional disputes, India has retained this as an official language	English
1000	LANGUAGE	The only Romance language from an East Bloc country	Romanian
0	WORLD GEOGRAPHY	It has more people than all the other South American countries combined	Brazil
100	THE '40S	In '45, a U.S. bomber crashed into this N.Y. landmark's 79th floor	the Empire State Building
200	THE '40S	Rudy Vallee recorded it in '31 & Sam played it again in Casablanca	\"As Time Goes By\"
300	THE '40S	Body builder Charles Atlas offered to build up the physique of this Indian leader	Mahatma Gandhi
400	THE '40S	German for "lightning war\"	blitzkrieg
100	BOATS	Venice's taxis	gondolas
200	BOATS	A small boat used to move big boats	tug
300	BOATS	A flat-bottomed boat propelled by a pole, or a 4th down football play	punt
100	BALLET	Part of body used to dance on "pointe\"	toe
200	BALLET	Tchaikovsky's fowl aquatic ballet	\"Swan Lake\"
300	BALLET	New York City Ballet's "Mr. B.\"	George Balanchine
400	BALLET	The arrangement of dance movements	choreography
500	BALLET	Formerly England's Sadler's Wells Ballet	the Royal Ballet
100	\"MARCH" ON	Definitely not Caesar's time of month	the ides of March
200	\"MARCH" ON	Founded by F.D.R. in 1938, it works to prevent birth defects	the March of Dimes
300	\"MARCH" ON	Way of saying "loony as a spring rabbit\"	mad as a March hare
100	JAPAN	Raw fish dish	sushi
300	JAPAN	Known originally for motorcycles, this Japanese company now operates an auto plant in Ohio	Honda
400	JAPAN	The ancient art of paper folding	origami
500	JAPAN	Western name for towering tsunamis, clocked at up to 500 MPH	tidal waves
100	TV TRIVIA	Jim Henson coined this word from a combination of "marionette" & "puppet\"	muppet
200	TV TRIVIA	David Janssen's private eye with the last name Orwell	Harry O
300	TV TRIVIA	Yancy's fancy pistol	derringer
400	TV TRIVIA	Cook Graham Kerr was known as this	The Galloping Gourmet
500	TV TRIVIA	From the Swahili word for "doctor", the show featured a cross-eyed lion	Daktari
200	COLONIAL AMERICA	N.Y.C.'s "Capital of Black America", named by Dutch for a city in Holland	Harlem
400	COLONIAL AMERICA	Founded by Wm. Penn, it became 2nd largest city in British Empire	Philadelphia
600	COLONIAL AMERICA	Gov. Peter Stuyvesant's Manhattan farm, now the city's skid row	the Bowery
800	COLONIAL AMERICA	\"Pennsylvania Dutch" settlers came from there	Germany
1000	COLONIAL AMERICA	Slavery was at first banned in this southern colony founded by Oglethorpe	Georgia
400	DEMOCRATS	Ex-astronaut who's had "The Right Stuff" to win 2 Senate terms	John Glenn
600	DEMOCRATS	Behatted 3-term N.Y. congresswoman, still active in feminist movement	Bella Abzug
800	DEMOCRATS	For the past 8 years, John D. Rockefeller IV has been gov. of this state	West Virginia
1000	DEMOCRATS	Senator who tried for '84 pres. nomination was once sued by Adolf Hitler	Alan Cranston
600	ANATOMY	The sclera; Bunker Hill patriots were ordered not to fire before seeing it	the whites of their eyes
800	ANATOMY	Peristalsis lets you do this while standing on your head	swallowing
200	MUSICAL NUMBERS	These working numbers don't measure up to Dolly Parton	\"9 to 5\"
400	MUSICAL NUMBERS	Janis Ian learned the truth at this tender age	\"At Seventeen\"
600	MUSICAL NUMBERS	Hall & Oates played music, not basketball, thus way	\"One on One\"
800	MUSICAL NUMBERS	Total of "The Freshmen" & "The Preps\"	8
400	RELIGION	Eastern rite of Christianity or oldest branch of Judaism	Orthodox
600	RELIGION	Denomination Reverend Jesse Jackson is minister of	Baptist
1000	RELIGION	Mormons believe they're Amer. Indians; others say they're Japanese or Anglo-Saxons	the 10 lost tribes of Israel
1000	RELIGION	Belief in a deity is not part of its 8-fold path to nirvana	Buddhism
0	THE ARMED SERVICES	The last military branch to be established	United States Air Force
100	AFRICA	Central Africa's short people	the Pygmies
200	AFRICA	S. Africa's form of segregation	apartheid
300	AFRICA	Tanganyika & Zanzibar joined to form this country	Tanzania
400	AFRICA	Africa's largest fresh-water lake, it's main source of the Nile	Lake Victoria
500	AFRICA	Kenyatta was leader of this bloody movement to end British rule in Kenya	the Mau Maus
100	FOOD	When you step on these, they let out a little "wine\"	grapes
200	FOOD	Satanic term for food prepared with strong seasoning, as of eggs or ham	devilled
300	FOOD	French term for meat served in its own juice	au jus
400	FOOD	Found in rye bread, these seeds are also flavoring of kummel liqueur	caraway seeds
500	FOOD	The thymus & pancreas of young calves are sources of this meat	sweetbreads
100	FIRST AID	Any remedy which counteracts a swallowed poison	an antidote
200	FIRST AID	To prevent swelling & discoloring from a blow to the body, apply this kind of compress immediately	a cold compress
300	FIRST AID	Kind of shot given to prevent lockjaw after a puncture wound	a tetanus shot
400	FIRST AID	This "hug" is recommended as effective method to remove object blocking windpipe	the Heimlich maneuver
500	FIRST AID	Full name for CPR	cardiopulmonary resuscitation
100	NUMBER PLEASE	An unlucky Friday or a baker's dozen	13
200	NUMBER PLEASE	Number of stars on American flag raised at Iwo Jima	48
300	NUMBER PLEASE	Square inches in a square foot	144
1000	NUMBER PLEASE	Total of trombones & cornets in "The Music Man" tune	186
500	NUMBER PLEASE	Age range of an octogenarian	the 80s (or 80-89)
100	BEN FRANKLIN	His spectacle invention that's a sight for sore eyes	bifocals
200	BEN FRANKLIN	\"Fish & guests stink in 3 days" are among this almanac's wise words	Poor Richard('s Almanack)
300	BEN FRANKLIN	He was president of the 1st society to press for its abolition	slavery
400	BEN FRANKLIN	The postal service actually showed a profit when he held this position	Postmaster General
100	TRIVIA	At last count there were only 70 of these head servants left in England	butlers
200	TRIVIA	Nobody wants to hear all of this camp song about decreasing containers of brew	\"99 Bottles Of Beer On The Wall\"
300	TRIVIA	A stew of various meats, a jar of mixed flower petals, or an old "Jeopardy" category	potpourri
400	TRIVIA	This president is said to be related to John Kennedy, Princess Di & F. Mitterand	Ronald Reagan
500	TRIVIA	The place you most readily find "QWERTYUIOP"; you can spell it using only these letters	a typewriter
200	GRAMMAR	While either takes or, neither always takes this	nor
400	GRAMMAR	The interjection in "Whew! This is a tough answer\"	whew
600	GRAMMAR	Punctuation mark of the imperative mode	an exclamation mark
1000	GRAMMAR	The word, phrase or clause a pronoun must agree with	the antecedent
200	WORLD OF FASHION	The hat in the Mexican hat dance	a sombrero
400	WORLD OF FASHION	South Seas garb worn by Dorothy Lamour on "The Road\"	a sarong
600	WORLD OF FASHION	Where on his body an Arab would wear the traditional keffiyeh	his head
200	ART	A painting of inanimate objects, not people	a still life
200	U.S. GEOGRAPHY	It's "where the wind comes sweeping down the plain\"	Oklahoma
400	U.S. GEOGRAPHY	State whose counties include Crockett, Zapata & Pecos	Texas
700	U.S. GEOGRAPHY	One of two states ending in "T\"	(1 of) Connecticut and Vermont
800	U.S. GEOGRAPHY	Historic pass at junction of TN., KY., & VA., associated with Daniel Boone	the Cumberland Gap
1000	U.S. GEOGRAPHY	Mountain range that surrounds city of Atlanta	the Blue Ridge Mountains
200	TV DETECTIVES	He was Dectective Lieutenant Dan August before he was Sharky	Burt Reynolds
400	TV DETECTIVES	He played father-in-law to Betty Jones & now is uncle to Matt Houston	Buddy Ebsen
800	TV DETECTIVES	Ex-"radio receptionist" now "partner in crime" with Lynda Carter	Loni Anderson
1000	TV DETECTIVES	Det. whose show was spun off from "Barney Miller", but thrown back due to small ratings	Fish
400	BIOLOGY	Wurlitzer's pride, or what tissues grouped together form	an organ
600	BIOLOGY	Serology is the study of this body fluid closely resembling sea water	blood
800	BIOLOGY	In 1600's, amateur Dutch scientist van Leeuwenhoek discovered bacteria by using this	a microscope
1000	BIOLOGY	Exobiology is the study of living things here	space
0	BUSINESS & INDUSTRY	Country that manufactures the most cars per year	Japan
100	BRITISH ISLES	If you "take the high road", I'll get there afore ye	Scotland
200	BRITISH ISLES	Color represented with white & red on the Irish flag	green
300	BRITISH ISLES	X-rated actress Koo Stark's royal ex-beau	Prince Andrew
100	1945	Truman's state or battleship site of Japan's surrender	Missouri
200	1945	Developed from radar research, it was first marketed for fast food preparation in '45	microwave creation
300	1945	Number of stars in U.S. flag raised over Iwo Jima	48
400	1945	Rejected as movie script, Broadway loved this fragile Tennessee Williams drama	The Glass Menagerie
500	1945	He "lost" a "weekend" but won an Oscar	Ray Milland
100	TELEVISION	They got married in the final episode of "Happy Days\"	Joanie and Chachi
200	TELEVISION	Editor Billie Newman & Joe Rossi worked for	Lou Grant
300	TELEVISION	She shot J.R.	Mary Crosby
400	TELEVISION	Played WJM's man-hunting "happy homemaker" Sue Ann Nivens	Betty White
500	TELEVISION	Marketing has begun on a line of nursewear from this TV medical show	Trapper John, M.D.
100	FASHION	Espadrilles, clogs & "tennies\"	shoes
200	FASHION	Until 19th c., ones made of chicken skin were worn by women to soften their hands	gloves
300	FASHION	\"Foreign" name for the end of a sleeve folded back & fastened with a link	a French cuff
400	FASHION	Pattern design which came from the horse blankets of Richard Tattersall	(the Tattersall) check (or plaid)
500	FASHION	Breeches cut full above the knee used for horseback riding	jodhpurs
100	TRIVIA	Words used instead of the cursing in Watergate tape transcripts	expletive deleted
200	TRIVIA	Specialty store in which you'd buy lug nuts & feeler gauges	an auto supply store
300	TRIVIA	Speed of an LP	33 1/3 inches per second
400	TRIVIA	Number of vowels on the bottom row of keys of a standard typewriter	0
500	TRIVIA	Howard Garis' bedtime tale-teller whose last name is Longears	Uncle Wiggily
200	HOT SPOTS	Hottest temperature ever recorded was on this "dark" continent	Africa
400	HOT SPOTS	43 consecutive days of 120º heat were recorded in this appropriately named Calif. valley	Death Valley
600	HOT SPOTS	National seashore resort that's been "burning" off Long Island for years	Fire Island
800	HOT SPOTS	Named by Magellan for fires blazing on shore, it's South America's stormy southern tip	Tierra del Fuego
1000	HOT SPOTS	Its foundation for polio victims was founded by FDR, who died here	Warm Springs, Georgia
200	SPACE	Titan is the largest moon of this ringed planet	Saturn
400	SPACE	It forms a large part of Jupiter's atmosphere or Earth's kitchen cleaners	ammonia
600	SPACE	The Van Allen belts surround most of this planet	Earth
800	SPACE	Soviet ship which docked with our Apollo in '75	Soyuz
1500	SPACE	Comet in 1973 which didn't put on its promised show	Kohoutek
200	3-LETTER WORDS	It's where flowers "sleep\"	a bed
400	3-LETTER WORDS	A flipper or a fiver	a fin
600	3-LETTER WORDS	A grown-up acorn	an oak
800	3-LETTER WORDS	To question	ask
1000	3-LETTER WORDS	Bathroom the British skip to	the loo
600	TRADE CENTERS	City that's often called "the rubber capital of the world\"	Akron, Ohio
200	DRAMA	In the Middle Ages, monks presented "mystery plays" to illustrate stories from this	the Bible
400	DRAMA	Dramatic form, from Greek for "merrymaking\"	comedy
600	DRAMA	19th century Norwegian playwright often called founder of modern drama	Henrik Ibsen
800	DRAMA	In 1642, they closed English theaters for 18 years	the Puritans
1000	DRAMA	As he wished, the last play of Eugene O'Neill was produced after his death	Long Day's Journey Into Night
200	LEGENDS	\"Inhaling the breath of a  loved one" is the reason for this Eskimo "kiss\"	rubbing noses
400	LEGENDS	People whose gods included Odin, Thor & Loki	the Vikings (or the Norse)
800	LEGENDS	Only hope remained after this ancient Greek's box was opened	Pandora's box
1000	LEGENDS	Pair of lovers separated by a garden wall, they inspired "Romeo & Juliet\"	Pyramus and Thisbe
0	GOVERNMENT	Decade the last amendment to the Constitution was ratified in	the 1970s
100	DEMOCRATS	Initials in common to all members of Lyndon Johnson's family	L.B.J.
200	DEMOCRATS	Seminarian who became California's "Guru Governor\"	Edmund Brown, Jr.
300	DEMOCRATS	Chrysler Corp. pres. considered by some Dems. as potential V.P. material	Lee Iacocca
400	DEMOCRATS	Colorado senator who served as McGovern's campaign manager in '72	Gary Hart
500	DEMOCRATS	Hubert Humphrey's running mate in '68	Edmund Muskie
200	BROADWAY MUSICALS	Rex Harrison's "Fair Lady" and Burton's Guinevere	Julie Andrews
300	BROADWAY MUSICALS	In 1967, Broadway said "hello" to this 1st black "Dolly\"	Pearl Bailey
400	BROADWAY MUSICALS	1931's "The Band Wagon" was the last time this brother & sister shared the dancing spotlight	the Astaires
500	BROADWAY MUSICALS	Musical in which Lester Billis was Nellie Forbush's "honey bun\"	South Pacific
100	COLORFUL GEOGRAPHY	Contrary to name, this world's largest island is primarily icecap	Greenland
200	COLORFUL GEOGRAPHY	National Park famous for faithful aquatic eruptions	Yellowstone
300	COLORFUL GEOGRAPHY	Only Universal Studios' special effects & Moses could part it	the Red Sea
400	COLORFUL GEOGRAPHY	Called the Schwarzwald, it's the deep dark woods of fairy tale fame	the Black Forest
